date,symbol,close
2023-10-18,PCAR,75.57206726074219
2023-10-19,PCAR,74.57826232910156
2023-10-20,PCAR,73.70194244384766
2023-10-23,PCAR,73.5031967163086
2023-10-24,PCAR,76.63810729980469
2023-10-25,PCAR,76.36707305908203
2023-10-26,PCAR,75.80694580078125
2023-10-27,PCAR,75.246826171875
2023-10-30,PCAR,75.54496765136719
2023-10-31,PCAR,74.56021881103516
2023-11-01,PCAR,75.12034606933594
2023-11-02,PCAR,76.2406005859375
2023-11-03,PCAR,78.4178695678711
2023-11-06,PCAR,78.02938842773438
2023-11-07,PCAR,78.11068725585938
2023-11-08,PCAR,78.2281494140625
2023-11-09,PCAR,77.67704010009766
2023-11-10,PCAR,79.73687744140625
2023-11-13,PCAR,79.4658432006836
2023-11-14,PCAR,82.1663589477539
2023-11-15,PCAR,81.96697998046875
2023-11-16,PCAR,82.38385772705078
2023-11-17,PCAR,82.79164123535156
2023-11-20,PCAR,83.22662353515625
2023-11-21,PCAR,82.8550796508789
2023-11-22,PCAR,82.68289947509766
2023-11-24,PCAR,83.37162017822266
2023-11-27,PCAR,83.13600158691406
2023-11-28,PCAR,82.41104125976562
2023-11-29,PCAR,82.74632263183594
2023-11-30,PCAR,83.20850372314453
2023-12-01,PCAR,84.4409408569336
2023-12-04,PCAR,84.93030548095703
2023-12-05,PCAR,85.06623840332031
2023-12-06,PCAR,85.83653259277344
2023-12-07,PCAR,86.56147766113281
2023-12-08,PCAR,86.43461608886719
2023-12-11,PCAR,88.74545288085938
2023-12-12,PCAR,88.47359466552734
2023-12-13,PCAR,88.86326599121094
2023-12-14,PCAR,89.75321197509766
2023-12-15,PCAR,90.16539764404297
2023-12-18,PCAR,89.69701385498047
2023-12-19,PCAR,90.6431655883789
2023-12-20,PCAR,89.83753204345703
2023-12-21,PCAR,90.7743148803711
2023-12-22,PCAR,91.30827331542969
2023-12-26,PCAR,91.54248046875
2023-12-27,PCAR,91.6080551147461
2023-12-28,PCAR,91.6455307006836
2023-12-29,PCAR,91.47689819335938
2024-01-02,PCAR,90.6618881225586
2024-01-03,PCAR,88.92884826660156
2024-01-04,PCAR,87.85155487060547
2024-01-05,PCAR,87.67354583740234
2024-01-08,PCAR,89.69701385498047
2024-01-09,PCAR,88.82579803466797
2024-01-10,PCAR,88.61971282958984
2024-01-11,PCAR,88.61971282958984
2024-01-12,PCAR,88.10448455810547
2024-01-16,PCAR,88.10448455810547
2024-01-17,PCAR,88.13259887695312
2024-01-18,PCAR,89.35039520263672
2024-01-19,PCAR,90.17476654052734
2024-01-22,PCAR,90.95230102539062
2024-01-23,PCAR,94.6244888305664
2024-01-24,PCAR,94.45587921142578
2024-01-25,PCAR,95.561279296875
2024-01-26,PCAR,95.32707977294922
2024-01-29,PCAR,94.98045349121094
2024-01-30,PCAR,95.52379608154297
2024-01-31,PCAR,94.0436782836914
2024-02-01,PCAR,95.57063293457031
2024-02-02,PCAR,96.60110473632812
2024-02-05,PCAR,97.57537078857422
2024-02-06,PCAR,97.64093780517578
2024-02-07,PCAR,98.41845703125
2024-02-08,PCAR,98.93370056152344
2024-02-09,PCAR,99.30841827392578
2024-02-12,PCAR,99.31776428222656
2024-02-13,PCAR,98.54024505615234
2024-02-14,PCAR,100.18383026123047
2024-02-15,PCAR,101.48930358886719
2024-02-16,PCAR,101.21694946289062
2024-02-20,PCAR,100.87883758544922
2024-02-21,PCAR,102.06221771240234
2024-02-22,PCAR,103.79972839355469
2024-02-23,PCAR,104.0439224243164
2024-02-26,PCAR,105.42453002929688
2024-02-27,PCAR,104.56047821044922
2024-02-28,PCAR,104.59803771972656
2024-02-29,PCAR,104.14723205566406
2024-03-01,PCAR,106.30738067626953
2024-03-04,PCAR,105.46211242675781
2024-03-05,PCAR,107.14324951171875
2024-03-06,PCAR,108.44873809814453
2024-03-07,PCAR,107.3780517578125
2024-03-08,PCAR,107.67860412597656
2024-03-11,PCAR,107.0963134765625
2024-03-12,PCAR,107.80069732666016
2024-03-13,PCAR,108.91834259033203
2024-03-14,PCAR,108.20455169677734
2024-03-15,PCAR,111.13483428955078
2024-03-18,PCAR,113.02262115478516
2024-03-19,PCAR,113.64249420166016
2024-03-20,PCAR,114.06511688232422
2024-03-21,PCAR,116.85453033447266
2024-03-22,PCAR,116.22526550292969
2024-03-25,PCAR,115.89655303955078
2024-03-26,PCAR,115.53026580810547
2024-03-27,PCAR,116.89209747314453
2024-03-28,PCAR,116.35676574707031
2024-04-01,PCAR,115.61479187011719
2024-04-02,PCAR,114.20599365234375
2024-04-03,PCAR,113.09774780273438
2024-04-04,PCAR,113.20106506347656
2024-04-05,PCAR,114.7789077758789
2024-04-08,PCAR,115.0606689453125
2024-04-09,PCAR,111.93315887451172
2024-04-10,PCAR,111.47295379638672
2024-04-11,PCAR,111.65137481689453
2024-04-12,PCAR,110.97517395019531
